rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2133.0,1300.0,Technology,Michael Krasny,69.0,United States,Highland Park,Retail,Technology,United States,Sawdust Investment Management Corp.,True,E,M,8/8/1953 0:00,Krasny,Michael,Investor,4/4/2023 5:01,Illinois,Midwest,1953.0,8.0,8.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2259.0,1200.0,Fashion & Retail,Richard Hayne,75.0,United States,Philadelphia,Urban Outfitters,Fashion & Retail,United States,Urban Outfitters Inc.,True,E,M,9/1/1947 0:00,Hayne,Richard,"Chairman, President & Chief Executive Officer",4/4/2023 5:01,Pennsylvania,Northeast,1947.0,9.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2259.0,1200.0,Technology,Orion Hindawi,43.0,United States,Seattle,Software,Technology,United States,Tanium,True,D,M,1/10/1980 0:00,Hindawi,Orion,CEO,4/4/2023 5:01,Washington,West,1980.0,1.0,10.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2259.0,1200.0,Technology,Frederic Luddy,68.0,United States,San Diego,Software,Technology,United States,ServiceNow,True,D,M,11/24/1954 0:00,Luddy,Frederic,Founder and Chief Product Officer,4/4/2023 5:01,California,West,1954.0,11.0,24.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2259.0,1200.0,Technology,Mark Pincus,57.0,United States,San Francisco,0nline games,Technology,United States,Zynga Inc,True,D,M,2/13/1966 0:00,Pincus,Mark,Chairman,4/4/2023 5:01,California,West,1966.0,2.0,13.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2405.0,1100.0,Fashion & Retail,Sara Blakely,52.0,United States,Atlanta,Spanx,Fashion & Retail,United States,Spanx,True,E,F,2/27/1971 0:00,Blakely,Sara,Founder,4/4/2023 5:01,Georgia,South,1971.0,2.0,27.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2405.0,1100.0,Finance & Investments,Lloyd Blankfein,68.0,United States,New York,Banking,Finance & Investments,United States,Goldman Sachs Group,True,E,M,9/20/1954 0:00,Blankfein,Lloyd,CEO,4/4/2023 5:01,New York,Northeast,1954.0,9.0,20.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2405.0,1100.0,Technology,Ryan Breslow,28.0,United States,Miami,E-commerce software,Technology,United States,Bolt,True,D,M,5/20/1994 0:00,Breslow,Ryan,Cofounder,4/4/2023 5:01,Florida,South,1994.0,5.0,20.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2405.0,1100.0,Technology,Weili Dai,61.0,United States,Las Vegas,Semiconductors,Technology,United States,Marvell Technology Group Ltd.,True,D,F,9/14/1961 0:00,Dai,Weili,Cofounder-President,4/4/2023 5:01,Nevada,West,1961.0,9.0,14.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2405.0,1100.0,Fashion & Retail,Robert Fisher,69.0,United States,San Francisco,Gap,Fashion & Retail,United States,Gap Inc.,False,D,M,8/1/1953 0:00,Fisher,Robert,Chairman of the Board,4/4/2023 5:01,California,West,1953.0,8.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2405.0,1100.0,Technology,David Hindawi,78.0,United States,Seattle,Software,Technology,United States,Tanium,True,D,M,12/8/1944 0:00,Hindawi,David,Executive Chairman,4/4/2023 5:01,Washington,West,1944.0,12.0,8.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2405.0,1100.0,Fashion & Retail,Kevin Plank,50.0,United States,Lutherville-Timonium,Under Armour,Fashion & Retail,United States,Under Armour,True,D,M,8/13/1972 0:00,Plank,Kevin,Chairman and CEO,4/4/2023 5:01,Maryland,South,1972.0,8.0,13.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2405.0,1100.0,Sports,Tiger Woods,47.0,United States,Jupiter Island,Golf,Sports,United States,PGA,True,N,M,12/30/1975 0:00,Woods,Tiger,Athlete,4/4/2023 5:01,Florida,South,1975.0,12.0,30.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2540.0,1000.0,Fashion & Retail,William Fisher,66.0,United States,San Francisco,Gap,Fashion & Retail,United States,Gap Inc.,False,D,M,4/1/1957 0:00,Fisher,William,Director,4/4/2023 5:01,California,West,1957.0,4.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2540.0,1000.0,Sports,LeBron James,38.0,United States,Los Angeles,Basketball,Sports,United States,NBA,True,N,M,12/30/1984 0:00,James,LeBron,Athlete,4/4/2023 5:01,California,West,1984.0,12.0,30.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2540.0,1000.0,Technology,Apoorva Mehta,36.0,United States,San Francisco,Grocery delivery service,Technology,Canada,Instacart,True,D,M,7/19/1986 0:00,Mehta,Apoorva,Founder,4/4/2023 5:01,California,West,1986.0,7.0,19.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
2540.0,1000.0,Media & Entertainment,Tyler Perry,53.0,United States,Atlanta,"Movies, television",Media & Entertainment,United States,Television,True,E,M,9/14/1969 0:00,Perry,Tyler,Director,4/4/2023 5:01,Georgia,South,1969.0,9.0,14.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,'9.6',36.6,328239523.0,37.09024,-95.712891
